Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total Salaries With Tax,Date,Time,Payment,COGS without Tax,Gross Income Percentage,Profit Income,Rating,Rounded_Rating
275280149,A,Yangon,Normal,Male,Sports and travel,$63.69,1,$3.18,$66.87,2/25/2019,4:21:00 PM,Cash,$63.69,$4.76,$3.18,6,6
101176199,A,Yangon,Normal,Male,Food and beverages,$45.79,7,$16.03,$336.56,3/13/2019,7:44:00 PM,Credit card,$320.53,$4.76,$16.03,7,7
423800988,C,Naypyitaw,Normal,Male,Sports and travel,$76.40,2,$7.64,$160.44,1/30/2019,7:42:00 PM,Ewallet,$152.80,$4.76,$7.64,6.5,7
548469322,B,Mandalay,Normal,Male,Food and beverages,$39.90,10,$19.95,$418.95,2/20/2019,3:24:00 PM,Credit card,$399.00,$4.76,$19.95,5.9,6
505020892,B,Mandalay,Member,Male,Health and beauty,$42.57,8,$17.03,$357.59,2/25/2019,2:12:00 PM,Ewallet,$340.56,$4.76,$17.03,5.6,6
234652137,C,Naypyitaw,Normal,Male,Home and lifestyle,$95.58,10,$47.79,"$1,003.59",1/16/2019,1:32:00 PM,Cash,$955.80,$4.76,$47.79,4.8,5
687478271,A,Yangon,Normal,Male,Fashion accessories,$98.98,10,$49.49,"$1,039.29",2/8/2019,4:20:00 PM,Credit card,$989.80,$4.76,$49.49,8.7,9
796329050,A,Yangon,Normal,Male,Food and beverages,$51.28,6,$15.38,$323.06,1/19/2019,4:31:00 PM,Cash,$307.68,$4.76,$15.38,6.5,7
105311824,A,Yangon,Member,Male,Sports and travel,$69.52,7,$24.33,$510.97,2/1/2019,3:10:00 PM,Credit card,$486.64,$4.76,$24.33,8.5,9
249423782,A,Yangon,Normal,Male,Health and beauty,$70.01,5,$17.50,$367.55,1/3/2019,11:36:00 AM,Ewallet,$350.05,$4.76,$17.50,5.5,6
316554634,B,Mandalay,Member,Male,Food and beverages,$80.05,5,$20.01,$420.26,1/26/2019,12:45:00 PM,Credit card,$400.25,$4.76,$20.01,9.4,9
733334967,C,Naypyitaw,Normal,Male,Electronic accessories,$20.85,8,$8.34,$175.14,3/3/2019,7:17:00 PM,Cash,$166.80,$4.76,$8.34,6.3,6
608276295,B,Mandalay,Member,Male,Electronic accessories,$52.89,6,$15.87,$333.21,1/19/2019,5:34:00 PM,Credit card,$317.34,$4.76,$15.87,9.8,10
414127047,B,Mandalay,Normal,Male,Food and beverages,$19.79,8,$7.92,$166.24,1/18/2019,12:04:00 PM,Ewallet,$158.32,$4.76,$7.92,8.7,9
827262100,A,Yangon,Member,Male,Home and lifestyle,$33.84,9,$15.23,$319.79,3/21/2019,4:21:00 PM,Ewallet,$304.56,$4.76,$15.23,8.8,9
175542529,A,Yangon,Member,Male,Food and beverages,$22.17,8,$8.87,$186.23,3/3/2019,5:01:00 PM,Credit card,$177.36,$4.76,$8.87,9.6,10
139522867,C,Naypyitaw,Normal,Female,Fashion accessories,$22.51,7,$7.88,$165.45,2/13/2019,10:50:00 AM,Credit card,$157.57,$4.76,$7.88,4.8,5
407638975,A,Yangon,Normal,Male,Food and beverages,$73.88,6,$22.16,$465.44,3/23/2019,7:16:00 PM,Ewallet,$443.28,$4.76,$22.16,4.4,4
342654817,C,Naypyitaw,Member,Male,Health and beauty,$86.80,3,$13.02,$273.42,1/28/2019,4:47:00 PM,Ewallet,$260.40,$4.76,$13.02,9.9,10
130988941,C,Naypyitaw,Normal,Male,Fashion accessories,$64.26,7,$22.49,$472.31,2/9/2019,10:00:00 AM,Cash,$449.82,$4.76,$22.49,5.7,6
434839547,C,Naypyitaw,Member,Male,Food and beverages,$38.47,8,$15.39,$323.15,1/23/2019,11:51:00 AM,Cash,$307.76,$4.76,$15.39,7.7,8
851286367,A,Yangon,Member,Male,Sports and travel,$15.50,10,$7.75,$162.75,3/23/2019,10:55:00 AM,Ewallet,$155.00,$4.76,$7.75,8,8
824883614,C,Naypyitaw,Normal,Male,Health and beauty,$34.31,8,$13.72,$288.20,1/25/2019,3:00:00 PM,Ewallet,$274.48,$4.76,$13.72,5.7,6
586250848,A,Yangon,Normal,Female,Sports and travel,$12.34,7,$4.32,$90.70,3/4/2019,11:19:00 AM,Credit card,$86.38,$4.76,$4.32,6.7,7
895660685,B,Mandalay,Member,Male,Food and beverages,$18.08,3,$2.71,$56.95,3/5/2019,7:46:00 PM,Ewallet,$54.24,$4.76,$2.71,8,8
305140245,B,Mandalay,Member,Female,Home and lifestyle,$94.49,8,$37.80,$793.72,3/3/2019,7:00:00 PM,Ewallet,$755.92,$4.76,$37.80,7.5,8
732045373,B,Mandalay,Member,Male,Home and lifestyle,$46.47,4,$9.29,$195.17,2/8/2019,10:53:00 AM,Cash,$185.88,$4.76,$9.29,7,7
400607251,A,Yangon,Normal,Male,Home and lifestyle,$74.07,1,$3.70,$77.77,2/10/2019,12:50:00 PM,Ewallet,$74.07,$4.76,$3.70,9.9,10
593651552,C,Naypyitaw,Normal,Female,Home and lifestyle,$69.81,4,$13.96,$293.20,1/28/2019,8:50:00 PM,Credit card,$279.24,$4.76,$13.96,5.9,6
284349626,B,Mandalay,Normal,Female,Home and lifestyle,$77.04,3,$11.56,$242.68,2/11/2019,10:39:00 AM,Credit card,$231.12,$4.76,$11.56,7.2,7
437588131,B,Mandalay,Normal,Female,Fashion accessories,$73.52,2,$7.35,$154.39,1/15/2019,1:41:00 PM,Ewallet,$147.04,$4.76,$7.35,4.6,5
286436208,C,Naypyitaw,Normal,Female,Food and beverages,$87.80,9,$39.51,$829.71,3/16/2019,7:08:00 PM,Cash,$790.20,$4.76,$39.51,9.2,9
641432399,B,Mandalay,Normal,Male,Home and lifestyle,$25.55,4,$5.11,$107.31,1/26/2019,8:23:00 PM,Ewallet,$102.20,$4.76,$5.11,5.7,6
831076050,A,Yangon,Normal,Male,Electronic accessories,$32.71,5,$8.18,$171.73,3/19/2019,11:30:00 AM,Credit card,$163.55,$4.76,$8.18,9.9,10
556863144,C,Naypyitaw,Member,Female,Fashion accessories,$74.29,1,$3.71,$78.00,1/13/2019,7:30:00 PM,Cash,$74.29,$4.76,$3.71,5,5
848249445,C,Naypyitaw,Member,Male,Health and beauty,$43.70,2,$4.37,$91.77,3/26/2019,6:03:00 PM,Cash,$87.40,$4.76,$4.37,4.9,5
856228149,A,Yangon,Normal,Female,Home and lifestyle,$25.29,1,$1.26,$26.55,3/23/2019,10:13:00 AM,Ewallet,$25.29,$4.76,$1.26,6.1,6
699014164,C,Naypyitaw,Normal,Male,Health and beauty,$41.50,4,$8.30,$174.30,3/12/2019,7:58:00 PM,Credit card,$166.00,$4.76,$8.30,8.2,8
420114919,C,Naypyitaw,Member,Female,Food and beverages,$71.39,5,$17.85,$374.80,2/17/2019,7:57:00 PM,Credit card,$356.95,$4.76,$17.85,5.5,6
606804905,C,Naypyitaw,Member,Female,Sports and travel,$19.15,6,$5.75,$120.65,1/29/2019,10:01:00 AM,Credit card,$114.90,$4.76,$5.75,6.8,7
542410513,B,Mandalay,Member,Female,Electronic accessories,$57.49,4,$11.50,$241.46,3/15/2019,11:57:00 AM,Cash,$229.96,$4.76,$11.50,6.6,7
426392418,C,Naypyitaw,Normal,Male,Electronic accessories,$61.41,7,$21.49,$451.36,1/14/2019,10:02:00 AM,Cash,$429.87,$4.76,$21.49,9.8,10
875465808,B,Mandalay,Member,Male,Health and beauty,$25.90,10,$12.95,$271.95,2/6/2019,2:51:00 PM,Ewallet,$259.00,$4.76,$12.95,8.7,9
394434238,B,Mandalay,Member,Male,Home and lifestyle,$17.77,5,$4.44,$93.29,2/15/2019,12:42:00 PM,Credit card,$88.85,$4.76,$4.44,5.4,5
749241565,A,Yangon,Normal,Female,Health and beauty,$23.03,9,$10.36,$217.63,1/3/2019,12:02:00 PM,Ewallet,$207.27,$4.76,$10.36,7.9,8
672518681,C,Naypyitaw,Member,Female,Electronic accessories,$66.65,9,$29.99,$629.84,1/4/2019,6:19:00 PM,Credit card,$599.85,$4.76,$29.99,9.7,10
263875680,C,Naypyitaw,Member,Female,Home and lifestyle,$28.53,10,$14.27,$299.57,3/18/2019,5:38:00 PM,Ewallet,$285.30,$4.76,$14.27,7.8,8
573589734,B,Mandalay,Normal,Female,Fashion accessories,$30.37,3,$4.56,$95.67,3/28/2019,1:41:00 PM,Ewallet,$91.11,$4.76,$4.56,5.1,5
817698206,B,Mandalay,Normal,Female,Electronic accessories,$99.73,9,$44.88,$942.45,3/2/2019,7:42:00 PM,Credit card,$897.57,$4.76,$44.88,6.5,7
888020338,A,Yangon,Normal,Male,Electronic accessories,$26.23,9,$11.80,$247.87,1/25/2019,8:24:00 PM,Ewallet,$236.07,$4.76,$11.80,5.9,6
677110152,C,Naypyitaw,Normal,Female,Food and beverages,$93.26,9,$41.97,$881.31,1/16/2019,6:08:00 PM,Cash,$839.34,$4.76,$41.97,8.8,9
142636033,B,Mandalay,Normal,Male,Home and lifestyle,$92.36,5,$23.09,$484.89,3/20/2019,7:17:00 PM,Ewallet,$461.80,$4.76,$23.09,4.9,5
656161063,B,Mandalay,Normal,Male,Sports and travel,$46.42,3,$6.96,$146.22,1/4/2019,1:24:00 PM,Credit card,$139.26,$4.76,$6.96,4.4,4
891588335,B,Mandalay,Member,Female,Sports and travel,$29.61,7,$10.36,$217.63,3/11/2019,3:53:00 PM,Cash,$207.27,$4.76,$10.36,6.5,7
802438934,A,Yangon,Normal,Male,Home and lifestyle,$18.28,1,$0.91,$19.19,3/22/2019,3:05:00 PM,Credit card,$18.28,$4.76,$0.91,8.3,8
560305617,B,Mandalay,Normal,Female,Sports and travel,$24.77,5,$6.19,$130.04,3/24/2019,6:27:00 PM,Cash,$123.85,$4.76,$6.19,8.5,9
319742561,A,Yangon,Member,Female,Electronic accessories,$94.64,3,$14.20,$298.12,2/21/2019,4:55:00 PM,Cash,$283.92,$4.76,$14.20,5.5,6
549039315,B,Mandalay,Normal,Male,Fashion accessories,$94.87,8,$37.95,$796.91,2/12/2019,12:58:00 PM,Ewallet,$758.96,$4.76,$37.95,8.7,9
790291172,B,Mandalay,Normal,Female,Food and beverages,$57.34,3,$8.60,$180.62,3/10/2019,6:59:00 PM,Credit card,$172.02,$4.76,$8.60,7.9,8
239363640,B,Mandalay,Normal,Male,Electronic accessories,$45.35,6,$13.61,$285.71,1/31/2019,1:44:00 PM,Ewallet,$272.10,$4.76,$13.61,6.1,6
468012051,B,Mandalay,Normal,Male,Food and beverages,$62.08,7,$21.73,$456.29,3/6/2019,1:46:00 PM,Ewallet,$434.56,$4.76,$21.73,5.4,5
389253394,C,Naypyitaw,Normal,Male,Electronic accessories,$11.81,5,$2.95,$62.00,2/17/2019,6:06:00 PM,Cash,$59.05,$4.76,$2.95,9.4,9
279621445,C,Naypyitaw,Member,Female,Fashion accessories,$12.54,1,$0.63,$13.17,2/21/2019,12:38:00 PM,Cash,$12.54,$4.76,$0.63,8.2,8
213726612,A,Yangon,Normal,Male,Food and beverages,$43.25,2,$4.33,$90.83,3/20/2019,3:56:00 PM,Cash,$86.50,$4.76,$4.33,6.2,6
746686593,C,Naypyitaw,Member,Female,Sports and travel,$87.16,2,$8.72,$183.04,1/11/2019,2:29:00 PM,Credit card,$174.32,$4.76,$8.72,9.7,10
836825858,B,Mandalay,Member,Male,Health and beauty,$69.37,9,$31.22,$655.55,1/26/2019,7:14:00 PM,Ewallet,$624.33,$4.76,$31.22,4,4
583721480,C,Naypyitaw,Member,Male,Electronic accessories,$37.06,4,$7.41,$155.65,1/31/2019,4:24:00 PM,Ewallet,$148.24,$4.76,$7.41,9.7,10
466615506,B,Mandalay,Member,Female,Electronic accessories,$90.70,6,$27.21,$571.41,2/26/2019,10:52:00 AM,Cash,$544.20,$4.76,$27.21,5.3,5
721866247,A,Yangon,Normal,Female,Home and lifestyle,$63.42,8,$25.37,$532.73,3/11/2019,12:55:00 PM,Ewallet,$507.36,$4.76,$25.37,7.4,7
289655721,B,Mandalay,Normal,Female,Fashion accessories,$81.37,2,$8.14,$170.88,1/26/2019,7:28:00 PM,Cash,$162.74,$4.76,$8.14,6.5,7
545463100,B,Mandalay,Member,Female,Electronic accessories,$10.59,3,$1.59,$33.36,3/12/2019,1:52:00 PM,Credit card,$31.77,$4.76,$1.59,8.7,9
418025978,B,Mandalay,Normal,Female,Health and beauty,$84.09,9,$37.84,$794.65,2/11/2019,10:54:00 AM,Cash,$756.81,$4.76,$37.84,8,8
269045750,B,Mandalay,Member,Male,Fashion accessories,$73.82,4,$14.76,$310.04,2/21/2019,6:31:00 PM,Cash,$295.28,$4.76,$14.76,6.7,7
157135295,A,Yangon,Member,Male,Health and beauty,$51.94,10,$25.97,$545.37,3/9/2019,6:24:00 PM,Ewallet,$519.40,$4.76,$25.97,6.5,7
645788093,A,Yangon,Normal,Female,Sports and travel,$93.14,2,$9.31,$195.59,1/20/2019,6:09:00 PM,Ewallet,$186.28,$4.76,$9.31,4.1,4
211309270,C,Naypyitaw,Normal,Male,Health and beauty,$17.41,5,$4.35,$91.40,1/28/2019,3:16:00 PM,Credit card,$87.05,$4.76,$4.35,4.9,5
755123214,C,Naypyitaw,Member,Female,Fashion accessories,$44.22,5,$11.06,$232.16,3/5/2019,5:07:00 PM,Credit card,$221.10,$4.76,$11.06,8.6,9
346843103,B,Mandalay,Member,Female,Electronic accessories,$13.22,5,$3.31,$69.41,3/2/2019,7:26:00 PM,Cash,$66.10,$4.76,$3.31,4.3,4
478067835,A,Yangon,Normal,Male,Fashion accessories,$89.69,1,$4.48,$94.17,1/11/2019,11:20:00 AM,Ewallet,$89.69,$4.76,$4.48,4.9,5
540114336,A,Yangon,Normal,Male,Food and beverages,$24.94,9,$11.22,$235.68,1/11/2019,4:49:00 PM,Credit card,$224.46,$4.76,$11.22,5.6,6
448815016,A,Yangon,Normal,Male,Health and beauty,$59.77,2,$5.98,$125.52,3/11/2019,12:01:00 PM,Credit card,$119.54,$4.76,$5.98,5.8,6
142724741,C,Naypyitaw,Member,Male,Fashion accessories,$93.20,2,$9.32,$195.72,2/28/2019,6:37:00 PM,Credit card,$186.40,$4.76,$9.32,6,6
217581179,A,Yangon,Member,Male,Home and lifestyle,$62.65,4,$12.53,$263.13,1/5/2019,11:25:00 AM,Cash,$250.60,$4.76,$12.53,4.2,4
376028238,B,Mandalay,Normal,Male,Home and lifestyle,$93.87,8,$37.55,$788.51,2/2/2019,6:42:00 PM,Credit card,$750.96,$4.76,$37.55,8.3,8
530909855,A,Yangon,Member,Male,Home and lifestyle,$47.59,8,$19.04,$399.76,1/1/2019,2:47:00 PM,Cash,$380.72,$4.76,$19.04,5.7,6
866057563,B,Mandalay,Member,Female,Electronic accessories,$81.40,3,$12.21,$256.41,2/9/2019,7:43:00 PM,Cash,$244.20,$4.76,$12.21,4.8,5
604706476,A,Yangon,Member,Male,Fashion accessories,$17.94,5,$4.49,$94.19,1/23/2019,2:04:00 PM,Ewallet,$89.70,$4.76,$4.49,6.8,7
799711548,A,Yangon,Member,Male,Electronic accessories,$77.72,4,$15.54,$326.42,1/7/2019,4:11:00 PM,Credit card,$310.88,$4.76,$15.54,8.8,9
785137708,B,Mandalay,Normal,Male,Food and beverages,$73.06,7,$25.57,$536.99,1/14/2019,7:06:00 PM,Credit card,$511.42,$4.76,$25.57,4.2,4
845510542,B,Mandalay,Member,Male,Food and beverages,$46.55,9,$20.95,$439.90,2/2/2019,3:34:00 PM,Ewallet,$418.95,$4.76,$20.95,6.4,6
662475456,C,Naypyitaw,Member,Male,Fashion accessories,$35.19,10,$17.60,$369.50,3/17/2019,7:06:00 PM,Credit card,$351.90,$4.76,$17.60,8.4,8
883174236,C,Naypyitaw,Normal,Female,Sports and travel,$14.39,2,$1.44,$30.22,3/2/2019,7:44:00 PM,Credit card,$28.78,$4.76,$1.44,7.2,7
290682984,A,Yangon,Normal,Male,Home and lifestyle,$23.75,4,$4.75,$99.75,3/16/2019,11:22:00 AM,Cash,$95.00,$4.76,$4.75,5.2,5
704116354,A,Yangon,Member,Male,Home and lifestyle,$58.90,8,$23.56,$494.76,1/6/2019,11:23:00 AM,Cash,$471.20,$4.76,$23.56,8.9,9
110487033,B,Mandalay,Member,Male,Fashion accessories,$32.62,4,$6.52,$137.00,1/29/2019,2:12:00 PM,Cash,$130.48,$4.76,$6.52,9,9
366930948,A,Yangon,Member,Male,Electronic accessories,$66.35,1,$3.32,$69.67,1/31/2019,10:46:00 AM,Credit card,$66.35,$4.76,$3.32,9.7,10
729099681,A,Yangon,Member,Male,Home and lifestyle,$25.91,6,$7.77,$163.23,2/5/2019,10:16:00 AM,Ewallet,$155.46,$4.76,$7.77,8.7,9
151161484,A,Yangon,Member,Male,Electronic accessories,$32.25,4,$6.45,$135.45,2/13/2019,12:38:00 PM,Ewallet,$129.00,$4.76,$6.45,6.5,7
380944661,C,Naypyitaw,Member,Male,Electronic accessories,$65.94,4,$13.19,$276.95,2/7/2019,1:05:00 PM,Credit card,$263.76,$4.76,$13.19,6.9,7
850419669,A,Yangon,Normal,Female,Electronic accessories,$75.06,9,$33.78,$709.32,3/19/2019,1:25:00 PM,Ewallet,$675.54,$4.76,$33.78,6.2,6
821073596,C,Naypyitaw,Normal,Female,Fashion accessories,$16.45,4,$3.29,$69.09,3/7/2019,2:53:00 PM,Ewallet,$65.80,$4.76,$3.29,5.6,6
655855130,B,Mandalay,Member,Female,Fashion accessories,$38.30,4,$7.66,$160.86,3/13/2019,7:22:00 PM,Cash,$153.20,$4.76,$7.66,5.7,6
447157839,A,Yangon,Member,Female,Sports and travel,$22.24,10,$11.12,$233.52,2/9/2019,11:00:00 AM,Cash,$222.40,$4.76,$11.12,4.2,4
154747179,B,Mandalay,Normal,Male,Sports and travel,$54.45,1,$2.72,$57.17,2/26/2019,7:24:00 PM,Ewallet,$54.45,$4.76,$2.72,7.9,8
253126086,A,Yangon,Member,Female,Sports and travel,$98.40,7,$34.44,$723.24,3/12/2019,12:43:00 PM,Credit card,$688.80,$4.76,$34.44,8.7,9
808650703,C,Naypyitaw,Normal,Male,Home and lifestyle,$35.47,4,$7.09,$148.97,3/14/2019,5:22:00 PM,Credit card,$141.88,$4.76,$7.09,6.9,7
571940759,B,Mandalay,Member,Female,Food and beverages,$74.60,10,$37.30,$783.30,1/8/2019,8:55:00 PM,Cash,$746.00,$4.76,$37.30,9.5,10
144516085,A,Yangon,Member,Male,Home and lifestyle,$70.74,4,$14.15,$297.11,1/5/2019,4:05:00 PM,Credit card,$282.96,$4.76,$14.15,4.4,4
731142199,A,Yangon,Member,Female,Home and lifestyle,$35.54,10,$17.77,$373.17,1/4/2019,1:34:00 PM,Ewallet,$355.40,$4.76,$17.77,7,7
783091637,B,Mandalay,Normal,Female,Sports and travel,$67.43,5,$16.86,$354.01,3/6/2019,6:13:00 PM,Ewallet,$337.15,$4.76,$16.86,6.3,6
687151097,C,Naypyitaw,Member,Female,Health and beauty,$21.12,2,$2.11,$44.35,1/3/2019,7:17:00 PM,Cash,$42.24,$4.76,$2.11,9.7,10
126541082,A,Yangon,Member,Female,Home and lifestyle,$21.54,9,$9.69,$203.55,1/7/2019,11:44:00 AM,Credit card,$193.86,$4.76,$9.69,8.8,9
633911052,A,Yangon,Normal,Female,Home and lifestyle,$12.03,2,$1.20,$25.26,1/27/2019,3:51:00 PM,Cash,$24.06,$4.76,$1.20,5.1,5
477246490,B,Mandalay,Normal,Female,Health and beauty,$99.71,6,$29.91,$628.17,2/26/2019,4:52:00 PM,Ewallet,$598.26,$4.76,$29.91,7.9,8
566195475,B,Mandalay,Normal,Male,Fashion accessories,$47.97,7,$16.79,$352.58,1/7/2019,8:52:00 PM,Cash,$335.79,$4.76,$16.79,6.2,6
526868552,C,Naypyitaw,Member,Female,Home and lifestyle,$21.82,10,$10.91,$229.11,1/7/2019,5:36:00 PM,Cash,$218.20,$4.76,$10.91,7.1,7
376563573,C,Naypyitaw,Normal,Female,Fashion accessories,$95.42,4,$19.08,$400.76,2/2/2019,1:23:00 PM,Ewallet,$381.68,$4.76,$19.08,6.4,6
537720426,C,Naypyitaw,Member,Male,Fashion accessories,$70.99,10,$35.50,$745.40,3/20/2019,4:28:00 PM,Cash,$709.90,$4.76,$35.50,5.7,6
828615674,A,Yangon,Member,Male,Sports and travel,$44.02,10,$22.01,$462.21,3/20/2019,7:57:00 PM,Credit card,$440.20,$4.76,$22.01,9.6,10
136086195,A,Yangon,Normal,Female,Home and lifestyle,$69.96,8,$27.98,$587.66,2/15/2019,5:01:00 PM,Credit card,$559.68,$4.76,$27.98,6.4,6
523380215,C,Naypyitaw,Normal,Male,Home and lifestyle,$37.00,1,$1.85,$38.85,3/6/2019,1:29:00 PM,Credit card,$37.00,$4.76,$1.85,7.9,8
490291201,A,Yangon,Normal,Female,Sports and travel,$15.34,1,$0.77,$16.11,1/6/2019,11:09:00 AM,Cash,$15.34,$4.76,$0.77,6.5,7
667920055,A,Yangon,Member,Male,Health and beauty,$99.83,6,$29.95,$628.93,3/4/2019,3:02:00 PM,Ewallet,$598.98,$4.76,$29.95,8.5,9
565173836,A,Yangon,Member,Female,Health and beauty,$47.67,4,$9.53,$200.21,3/12/2019,2:21:00 PM,Cash,$190.68,$4.76,$9.53,9.1,9
498411961,B,Mandalay,Normal,Male,Health and beauty,$66.68,5,$16.67,$350.07,2/20/2019,6:01:00 PM,Cash,$333.40,$4.76,$16.67,7.6,8
593954461,C,Naypyitaw,Member,Male,Home and lifestyle,$74.86,1,$3.74,$78.60,3/24/2019,2:49:00 PM,Cash,$74.86,$4.76,$3.74,6.9,7
226713580,C,Naypyitaw,Normal,Female,Sports and travel,$23.75,9,$10.69,$224.44,1/31/2019,12:02:00 PM,Cash,$213.75,$4.76,$10.69,9.5,10
283799594,B,Mandalay,Normal,Female,Food and beverages,$48.51,7,$16.98,$356.55,1/25/2019,1:30:00 PM,Credit card,$339.57,$4.76,$16.98,5.2,5
430603493,A,Yangon,Member,Female,Home and lifestyle,$94.88,7,$33.21,$697.37,2/3/2019,2:38:00 PM,Cash,$664.16,$4.76,$33.21,4.2,4
139200155,B,Mandalay,Member,Male,Electronic accessories,$40.30,10,$20.15,$423.15,1/24/2019,5:37:00 PM,Credit card,$403.00,$4.76,$20.15,7,7
558804082,C,Naypyitaw,Normal,Male,Electronic accessories,$27.85,7,$9.75,$204.70,3/14/2019,5:20:00 PM,Ewallet,$194.95,$4.76,$9.75,6,6
278977759,A,Yangon,Member,Female,Electronic accessories,$62.48,1,$3.12,$65.60,2/18/2019,8:29:00 PM,Cash,$62.48,$4.76,$3.12,4.7,5
316686352,A,Yangon,Member,Female,Food and beverages,$36.36,2,$3.64,$76.36,1/21/2019,10:00:00 AM,Cash,$72.72,$4.76,$3.64,7.1,7
585035943,B,Mandalay,Normal,Male,Health and beauty,$18.11,10,$9.06,$190.16,3/13/2019,11:46:00 AM,Ewallet,$181.10,$4.76,$9.06,5.9,6
211050490,C,Naypyitaw,Member,Female,Electronic accessories,$51.92,5,$12.98,$272.58,3/3/2019,1:42:00 PM,Cash,$259.60,$4.76,$12.98,7.5,8
727756477,C,Naypyitaw,Normal,Male,Electronic accessories,$28.84,4,$5.77,$121.13,3/29/2019,2:44:00 PM,Cash,$115.36,$4.76,$5.77,6.4,6
744025987,A,Yangon,Member,Male,Home and lifestyle,$78.38,6,$23.51,$493.79,1/10/2019,2:16:00 PM,Ewallet,$470.28,$4.76,$23.51,5.8,6
307839164,A,Yangon,Member,Male,Home and lifestyle,$60.01,4,$12.00,$252.04,1/25/2019,3:54:00 PM,Cash,$240.04,$4.76,$12.00,4.5,5
779060012,C,Naypyitaw,Member,Female,Home and lifestyle,$88.61,1,$4.43,$93.04,1/19/2019,10:21:00 AM,Cash,$88.61,$4.76,$4.43,7.7,8
446476729,C,Naypyitaw,Normal,Male,Fashion accessories,$99.82,2,$9.98,$209.62,1/2/2019,6:09:00 PM,Credit card,$199.64,$4.76,$9.98,6.7,7
573103877,B,Mandalay,Member,Male,Health and beauty,$39.01,1,$1.95,$40.96,3/12/2019,4:46:00 PM,Credit card,$39.01,$4.76,$1.95,4.7,5
735064124,C,Naypyitaw,Normal,Male,Food and beverages,$48.61,1,$2.43,$51.04,2/25/2019,3:31:00 PM,Cash,$48.61,$4.76,$2.43,4.4,4
439547422,A,Yangon,Normal,Female,Electronic accessories,$51.19,4,$10.24,$215.00,3/18/2019,5:15:00 PM,Credit card,$204.76,$4.76,$10.24,4.7,5
396902219,B,Mandalay,Normal,Female,Electronic accessories,$14.96,8,$5.98,$125.66,2/23/2019,12:29:00 PM,Cash,$119.68,$4.76,$5.98,8.6,9
411770180,A,Yangon,Member,Male,Electronic accessories,$72.20,7,$25.27,$530.67,3/26/2019,8:14:00 PM,Ewallet,$505.40,$4.76,$25.27,4.3,4
286015402,A,Yangon,Normal,Female,Sports and travel,$40.23,7,$14.08,$295.69,3/30/2019,1:22:00 PM,Cash,$281.61,$4.76,$14.08,9.6,10
803178013,A,Yangon,Member,Female,Home and lifestyle,$88.79,8,$35.52,$745.84,2/17/2019,5:09:00 PM,Cash,$710.32,$4.76,$35.52,4.1,4
512981403,A,Yangon,Member,Female,Electronic accessories,$26.48,3,$3.97,$83.41,3/21/2019,10:40:00 AM,Ewallet,$79.44,$4.76,$3.97,4.7,5
848422560,A,Yangon,Normal,Female,Fashion accessories,$81.91,2,$8.19,$172.01,3/5/2019,5:43:00 PM,Cash,$163.82,$4.76,$8.19,7.8,8
532597201,B,Mandalay,Member,Male,Sports and travel,$79.93,6,$23.98,$503.56,1/31/2019,2:04:00 PM,Cash,$479.58,$4.76,$23.98,5.5,6
181946432,C,Naypyitaw,Member,Male,Fashion accessories,$69.33,2,$6.93,$145.59,2/5/2019,7:05:00 PM,Ewallet,$138.66,$4.76,$6.93,9.7,10
870761733,A,Yangon,Member,Female,Food and beverages,$14.23,5,$3.56,$74.71,2/1/2019,10:08:00 AM,Credit card,$71.15,$4.76,$3.56,4.4,4
423644619,A,Yangon,Member,Female,Health and beauty,$15.55,9,$7.00,$146.95,3/7/2019,1:12:00 PM,Cash,$139.95,$4.76,$7.00,5,5
227074446,C,Naypyitaw,Member,Female,Electronic accessories,$78.13,10,$39.07,$820.37,2/10/2019,8:51:00 PM,Cash,$781.30,$4.76,$39.07,4.4,4
174363675,C,Naypyitaw,Member,Male,Food and beverages,$99.37,2,$9.94,$208.68,2/14/2019,5:29:00 PM,Cash,$198.74,$4.76,$9.94,5.2,5
428835800,C,Naypyitaw,Member,Female,Food and beverages,$21.08,3,$3.16,$66.40,2/9/2019,10:25:00 AM,Cash,$63.24,$4.76,$3.16,7.3,7
603070961,C,Naypyitaw,Member,Male,Electronic accessories,$74.79,5,$18.70,$392.65,1/10/2019,11:34:00 AM,Cash,$373.95,$4.76,$18.70,4.9,5
704204138,C,Naypyitaw,Member,Female,Health and beauty,$29.67,7,$10.38,$218.07,3/11/2019,6:58:00 PM,Credit card,$207.69,$4.76,$10.38,8.1,8
787151757,C,Naypyitaw,Member,Male,Health and beauty,$44.07,4,$8.81,$185.09,2/18/2019,4:28:00 PM,Ewallet,$176.28,$4.76,$8.81,8.4,8
649113678,C,Naypyitaw,Normal,Female,Food and beverages,$22.93,9,$10.32,$216.69,2/26/2019,8:26:00 PM,Cash,$206.37,$4.76,$10.32,5.5,6
622201945,C,Naypyitaw,Normal,Female,Health and beauty,$39.42,1,$1.97,$41.39,1/18/2019,3:08:00 PM,Cash,$39.42,$4.76,$1.97,8.4,8
372948041,A,Yangon,Normal,Male,Health and beauty,$15.26,6,$4.58,$96.14,2/15/2019,6:03:00 PM,Ewallet,$91.56,$4.76,$4.58,9.8,10
